,Scientific name,Common name,TypeLocality
11219,SPECIES YES,Indian Gray Mongoose,"""Indes orientales""."
11220,SUBSPECIES YES,,"""Indes orientales""."
11221,SUBSPECIES YES,,
11222,"FALSE Wroughton
1915",,
11223,"FALSE Bechthold
1936",,
11224,"FALSE Hodgson
1836",,
11225,"FALSE Waterhouse
1838",Indian Brown Mongoose,"""India""."
11226,"FALSE Waterhouse
1838",,"""India""."
11227,"FALSE Kelaart
1850",,
11228,"FALSE Gray
1851",,
11229,"FALSE Pocock
1937",,
11230,"FALSE Thomas
1924",,
11231,"FALSE Linnaeus
1758",Egyptian Mongoose,"""in Ćgypto ad ripas Nili, ...in India primario; mansuescit"", restricted by Thomas (1911<i>a</i>) to ""Egypt""."
11232,"FALSE Linnaeus
1758",,"""in Ćgypto ad ripas Nili, ...in India primario; mansuescit"", restricted by Thomas (1911<i>a</i>) to ""Egypt""."
11233,"FALSE Bocage
1890",,
11234,"FALSE Gmelin
1788",,
11235,"FALSE Lönnberg
1917",,
11236,"FALSE Osgood
1910",,
11237,"FALSE Roberts
1932",,
11238,"FALSE F
. G. Cuvier
1834",,
11239,"FALSE Lönnberg
1908",,
11240,"FALSE Roberts
1926",,
11241,"FALSE Cabrera
1924",,
11242,"FALSE Gray
1842",,
11243,"FALSE E. Geoﬀroy Saint-Hilaire
1818",Small Asian Mongoose,"""Java""."
11244,"FALSE E. Geoﬀroy Saint-Hilaire
1818",,"""Java""."
11245,"FALSE Hodgson
1836",,
11246,"FALSE Gervais
1841",,
11247,"FALSE Sody
1936",,
11248,"FALSE Blyth
1845",,
11249,"FALSE Ghose
1965",,
11250,"FALSE Schwarz
1910",,
11251,"FALSE Kloss
1917",,
11252,"FALSE Anderson
1875",,
11253,"FALSE J. A. Allen
1909",,
11254,"FALSE Kloss
1917",,
11255,"FALSE Sody
1949",,
11256,"FALSE de Winton
1901",Long-nosed Mongoose,"""Cameroon River, West Africa"" [Cameroon]."
11257,"FALSE Gray
1846",Collared Mongoose,"""Borneo"" [Mainland opposite Labuan = Brunei)]."
11258,"FALSE Gray
1846",,"""Borneo"" [Mainland opposite Labuan = Brunei)]."
11259,"FALSE Robinson and Kloss
1919",,
11260,"FALSE Gray
1837",Ruddy Mongoose,"Not given. Thomas (1923) suggested that it was from the ""Bombay Region"" but this was questioned by Pocock (1937)."
11261,"FALSE Gray
1837",,"Not given. Thomas (1923) suggested that it was from the ""Bombay Region"" but this was questioned by Pocock (1937)."
11262,"FALSE Wagner
1839",,
11263,"FALSE Thomas
1921",,
11264,"FALSE Hodgson
1836",Crab-eating Mongoose,"""Central and Northern Regions"" [Nepal]."
11265,"FALSE Hodgson
1836",,"""Central and Northern Regions"" [Nepal]."
11266,"FALSE Bechthold
1936",,
11267,"FALSE Bechthold
1936",,
11268,"FALSE Bechthold
1936",,
11269,"FALSE Bennett
1835",Stripe-necked Mongoose,"""in forests about twenty miles [32 km] inland from Kolun or Quilon, in the Travancore country"" [India]."
11270,"FALSE Bennett
1835",,"""in forests about twenty miles [32 km] inland from Kolun or Quilon, in the Travancore country"" [India]."
11271,"FALSE Pocock
1941",,
11272,"FALSE I. Geoﬀroy Saint-Hilaire
1837",,
11273,"FALSE G.[Baron] Cuvier
1829",White-tailed Mongoose,"""l'Afrique australe et le Sénégal""."
11274,"FALSE G.[Baron] Cuvier
1829",,"""l'Afrique australe et le Sénégal""."
11275,"FALSE Hollister
1916",,
11276,"FALSE Thomas
1890",,
11277,"FALSE Roberts
1924",,
11278,"FALSE Thomas
1904",,
11279,"FALSE Thomas
1904",,
11280,"FALSE Temminck
1853",,
11281,"FALSE Hayman
1958",,
11282,"FALSE Hayman
1958",Liberian Mongoose,"""Kpeaplay, north-east Liberia, about 6°36'N, 8°30'W""."
11283,FALSE E. Geoﬀroy Saint-Hilaire and F. G. Cuvier,"Not given; <i>Viverra mungo</i> Gmelin, 1788, designated by Muirhead (1819) (Melville and Smith, 1987). McKenna and Bell (1997) argued that <i>Herpestes fasciatus</i> (Desmarest, 1823) should be considered as the type.",
11284,"FALSE Ogilby
1835",Gambian Mongoose,"""Gambia""."
11285,"FALSE Gmelin
1788",Banded Mongoose,"""Bengala, Persia, aliisque asiae"", restricted by Ogilby (1835:101) to ""Gambia"". However, Thomas (1882) believed it to be in the eastern part of South Africa, [former] Cape Prov., as did Roberts (1929)."
11286,"FALSE Gmelin
1788",,"""Bengala, Persia, aliisque asiae"", restricted by Ogilby (1835:101) to ""Gambia"". However, Thomas (1882) believed it to be in the eastern part of South Africa, [former] Cape Prov., as did Roberts (1929)."
11287,"FALSE Heuglin
1861",,
11288,"FALSE Roberts
1929",,
11289,"FALSE Thomas
1926",,
11290,"FALSE Heller
1911",,
11291,"FALSE Thomas
1926",,
11292,"FALSE Schwarz
1915",,
11293,"FALSE Thomas
1907",,
11294,"FALSE Roberts
1932",,
11295,"FALSE Roberts
1929",,
11296,"FALSE Roberts
1929",,
11297,"FALSE Thomas and Wroughton
1907",,
11298,"FALSE Thomas
1895",,
11299,"FALSE Thomas and Wroughton
1907",,
11300,"FALSE Rüppell
1835",,
11301,"FALSE Lönnberg
1908",,
11302,"FALSE Pocock
1916",,
11303,"FALSE de Winton
1896",Selous’ Mongoose,"""found on a grassy heap under a tree, EssexVale, Matabeleland. . . near Bulawayo"" [Zimbabwe]."
11304,"FALSE de Winton
1896",,"""found on a grassy heap under a tree, EssexVale, Matabeleland. . . near Bulawayo"" [Zimbabwe]."
11305,"FALSE Roberts
1932",,
11306,"FALSE Roberts
1932",,
11307,"FALSE Roberts
1931",,
11308,"FALSE Thomas
1894",,
11309,"FALSE Gray
1864",Meller’s Mongoose,"""from a ravine on the outskirts of the Otto Estate, near Mbweni, about 2˝ miles [4 km] west of Kilosa, Tanganyika Territory"""
11310,"FALSE Gray
1864",,"""from a ravine on the outskirts of the Otto Estate, near Mbweni, about 2˝ miles [4 km] west of Kilosa, Tanganyika Territory"""
11311,"FALSE Roberts
1938",,
11312,"FALSE Desmarest
1804",,
11313,"FALSE Schreber
1776",,"Listed as ""Cape of Good Hope"" by Meester et al. (1986), restricted by Thomas and Schwann (1905:133) to ""Deelfontein"" [South Africa]."
11314,"FALSE Schreber
1776",,"Listed as ""Cape of Good Hope"" by Meester et al. (1986), restricted by Thomas and Schwann (1905:133) to ""Deelfontein"" [South Africa]."
11315,"FALSE Cabral
1971",,
11316,"FALSE Bradﬁeld
1936",,
11317,"FALSE Gray
1821",,
11318,"FALSE Kaup
1828",,
11319,"FALSE Erxleben
1777",,"""Guinea, Aethiopia, ad caput bonae spei in terrae rupiumque caueis"", restricted by Cabrera (1911:95) to ""Senegambia""."
11320,"FALSE Brisson
1762",,
11321,"FALSE Thunberg
1820",,"""Goda Hopps Udden; Södra Afrika"" [South Africa, Western Cape Prov., Cape of Good Hope]."
11322,"FALSE Linnaeus
1758",,"""India"", restricted by Thomas (1911<i>a</i>:134) to ""Benna Mts., Laristan, S. Persia""."
11323,"FALSE I. Geoﬀroy Saint-Hilaire
1824","<i>Proteles lalandii</i> I. Geoﬀroy Saint-Hilaire, 1824 (= <i>Viverra cristata</i> Sparrman, 1783), by original designation (Melville and Smith, 1987).",
11324,"FALSE Sparrman
1783",,"English translation (Sparrman, 1786) of original locality: ""Agter-Bruntjes hoogte...which takes in the upper part of Kleine Visch-rivier, and is separated from Camdebo by Bruntjes hoogtens...""; listed in G. M. Allen (1939) as ""Near Little Fish River, Somerset East, Cape Colony"" [South Africa]."
11325,"FALSE Kretzoi
1938",,
11326,"FALSE Fischer
1817",,
11327,"FALSE Cabrera
1940",,
11328,"FALSE Sclater
1882",Short-eared Dog,"""Amazons,"" restricted by Hershkovitz (1957<i>a</i>) to ""south bank of the Rio Amazonas, Pará, Brazil."""
11329,"FALSE Sclater
1882",,"""Amazons,"" restricted by Hershkovitz (1957<i>a</i>) to ""south bank of the Rio Amazonas, Pará, Brazil."""
11330,"FALSE J. A. Allen
1905",,
11331,"FALSE Linnaeus
1758","<i>Canis</i> <i>familiaris</i> Linnaeus, 1758 (= <i>Canis</i> <i>lupus</i> Linnaeus, 1758), by Linnean tautonomy (Melville and Smith, 1987).",
11332,"FALSE Sundevall
1847",Side-striped Jackal,"""Caﬀraria Interiore""; listed as ""Magaliesberg"" [South Africa] by Sclater (1900)."
11333,"FALSE Sundevall
1847",,"""Caﬀraria Interiore""; listed as ""Magaliesberg"" [South Africa] by Sclater (1900)."
11334,"FALSE Heller
1914",,
11335,"FALSE Hilzheimer
1906",,
11336,"FALSE Neumann
1902",,
11337,"FALSE P
. L. Sclater
1870",,
11338,"FALSE Heller
1914",,
11339,"FALSE Linnaeus
1758",,
11340,"FALSE Linnaeus
1758",,"""oriente"", restricted by Thomas (1911<i>a</i>) to ""Benná Mts., Laristan, S. Persia"" [Iran]."
11341,"FALSE Wagner
1841",,
11342,"FALSE F
. Cuvier
1820",,
11343,"FALSE Heller
1914",,
11344,"FALSE Matschie
1900",,
11345,"FALSE Kretzoi
1947",,
11346,"FALSE Hodgson
1833",,
11347,"FALSE Hemprich and Ehrenberg
1833",,
11348,"FALSE I. Geoﬀroy Saint-Hilaire
1835",,
11349,"FALSE Wroughton
1916",,
11350,"FALSE Hemprich and Ehrenberg
1832",,
11351,FALSE Thomas,,
11352,FALSE Hemprich and Ehrenberg,,
11353,FALSE Say,,"""Engineer cantonment"" reported at ""latitude 41°25'N, and longitude...95°47'30'W"" (p. XVIII, vol. 2). Reported in Honacki et al. (1982) as ""U.S.A., Nebraska, Washington Co., Engineer Cantonment, about 12 mi. (19.2 km) S. E. Blair""."
11354,FALSE Say,,"""Engineer cantonment"" reported at ""latitude 41°25'N, and longitude...95°47'30'W"" (p. XVIII, vol. 2). Reported in Honacki et al. (1982) as ""U.S.A., Nebraska, Washington Co., Engineer Cantonment, about 12 mi. (19.2 km) S. E. Blair""."
11355,FALSE C. E. H. Smith,,
11356,FALSE Elliot,,
11357,FALSE Nelson,,
11358,FALSE Woodhouse,,
11359,FALSE Merriam,,
11360,FALSE Goldman,,
11361,FALSE J. A. Allen,,
11362,FALSE Hall,,
11363,FALSE Townsend,,
11364,FALSE Merriam,,
11365,FALSE Merriam,,
11366,FALSE Merriam,,
11367,FALSE Eschscholtz,,
11368,FALSE Merriam,,
11369,FALSE Bailey,,
11370,FALSE Jackson,,
11371,FALSE Jackson,,
11372,FALSE Merriam,,
11373,FALSE Linnaeus,,"""Europć sylvis, etjam frigidioribus"", restricted by Thomas (1911<i>a</i>) to ""Sweden""."
11374,FALSE Linnaeus,,"""Europć sylvis, etjam frigidioribus"", restricted by Thomas (1911<i>a</i>) to ""Sweden""."
11375,FALSE Kerr,,
11376,FALSE Goldman,,
11377,FALSE Pocock,,
11378,FALSE Pocock,,
11379,FALSE Nelson and Goldman,,
11380,FALSE G. M. Allen and Barbour,,
11381,FALSE Anderson,,
11382,FALSE Dwigubski,,
11383,FALSE Gray,,
11384,FALSE Goldman,,
11385,FALSE Hall,,
11386,FALSE Meyer,,
11387,FALSE Linnaeus,,
11388,FALSE Miller,,
11389,FALSE Richardson,,
11390,FALSE Goldman,,
11391,FALSE Baird,,
11392,FALSE Kishida,,
11393,FALSE Temminck,,
11394,FALSE Goldman,,
11395,FALSE Goldman,,
11396,FALSE Goldman,,
11397,FALSE Goldman,,
11398,FALSE Schreber,,
11399,FALSE Anderson,,
11400,FALSE Anderson,,
11401,FALSE Goldman,,
11402,FALSE Goldman,,
11403,FALSE Say,,
11404,FALSE Richardson,,
11405,FALSE Pocock,,
11406,FALSE Sykes,,
11407,FALSE Elliot,,
11408,FALSE Audubon and Bachman,,
11409,FALSE Miller,,
11410,FALSE Goldman,,
11411,FALSE Schreber,Black-backed Jackal,"""Vorgebirge der guten Hofnung"" [South Africa, Western Cape Prov., Cape of Good Hope].Allopatric south and east African populations: Angola, Botswana, Ethiopia, Kenya, Mozambique, Namibia, Somalia, Sudan, Tanzania, Uganda, Zimbabwe."
11412,FALSE Schreber,,"""Vorgebirge der guten Hofnung"" [South Africa, Western Cape Prov., Cape of Good Hope]."
11413,FALSE Noack,,
11414,FALSE Rüppell,,"""Wir beobachteten diesen wolfsartigen Hund in den Bergen von Simen..."" [Ethiopia, mountains of Simen]."
11415,FALSE Rüppell,,"""Wir beobachteten diesen wolfsartigen Hund in den Bergen von Simen..."" [Ethiopia, mountains of Simen]."
11416,FALSE de Beaux,,
11417,FALSE C. E. H. Smith,,
11418,FALSE Linnaeus,Crab-eating Fox,"""Surinamo"" [Surinam]."
11419,FALSE Linnaeus,,"""Surinamo"" [Surinam]."
11420,FALSE Bangs,,
11421,FALSE Wied-Neuwied,,
11422,FALSE Burmeister,,
11423,FALSE G. M. Allen,,
11424,FALSE Thomas,,
11425,FALSE C. E. H. Smith,,
11426,FALSE Illiger,,"Listed by Cabrera (1957) as ""los esteros del Paraguay."""
11427,FALSE Hodgson,"<i>Canis primaevus</i> Hodgson, 1838 (=<i>Canis alpinus</i> Pallas, 1811) by monotypy (Melville and Smith, 1987). Conserved by Opinion 384 (1956<i>a</i>).",
11428,FALSE Pallas,,"""Udskoi Ostrog""; reported in Honacki et al. (1982) as ""U.S.S.R., Amurskaya Obl., Udskii-Ostrog."""
11429,FALSE Pallas,,"""Udskoi Ostrog""; reported in Honacki et al. (1982) as ""U.S.S.R., Amurskaya Obl., Udskii-Ostrog."""
11430,FALSE Afanasjev and Zolotarev,,
11431,FALSE Hardwicke,,
11432,FALSE C. E. H. Smith,,
11433,FALSE Kerr,Falkland Islands Wolf,"""America and Falkland islands.""
Falkland Isls."
11434,FALSE Burmeister,,
11435,FALSE Molina,,"""Chili"" restricted by Cabrera (1931) to ""the Santiago Province."""
11436,FALSE Molina,,"""Chili"" restricted by Cabrera (1931) to ""the Santiago Province."""
11437,FALSE Thomas,,
11438,FALSE Philippi,,
11439,FALSE Gray,,
11440,FALSE Hilzheimer,,
11441,FALSE Thomas,,
11442,FALSE Martin,,"""island of Chiloé""."
11443,FALSE Gray,South American Gray Fox,"""Magellan"", listed in Cabrera (1957) as ""Costa del Estrecho de Magallanes"" [Chile]."
11444,FALSE G. Fischer,,"""Paraguay"", restricted by Cabrera (1957) to ""a los alrededores de Asunción."""
11445,FALSE G. Fischer,,"""Paraguay"", restricted by Cabrera (1957) to ""a los alrededores de Asunción."""
11446,FALSE Ameghino,,
11447,FALSE Philippi,,
11448,FALSE Burmeister,,
11449,FALSE Philippi,,
11450,FALSE Thomas,,"""Desert of Sechura, N.W. Peru. . . Sullana"". [=Piura, Perú by Sheﬃeld and Thomas, (1997)].SW Ecuador, NW Peru."
11451,FALSE Lund,,"""Rio das Velhas's Floddal"" Lagoa Santa, Minas Gerais, Brazil (Zunino et al., 1995)."
11452,FALSE Brookes,,
11453,FALSE Temminck,African wild dog,"""á la côte de Mosambique"" [Mozambique]."
11454,FALSE Temminck,,"""á la côte de Mosambique"" [Mozambique]."
11455,FALSE Thomas,,
11456,FALSE Matschie,,
11457,FALSE Thomas and Wroughton,,
11458,FALSE Thomas,,
11459,FALSE Temminck,,
11460,FALSE Gray,,"Unknown; restricted to ""vicinity of Canton, China"" by G. M. Allen (1938)."
11461,FALSE Gray,,"Unknown; restricted to ""vicinity of Canton, China"" by G. M. Allen (1938)."
11462,FALSE Mori,,
11463,FALSE Thomas,,
11464,FALSE Matschie,,
11465,FALSE Temminck,,
11466,FALSE Müller,,
11467,FALSE Desmarest,,"""le Cap de Bonne-Espérance"" [South Africa, Western Cape Prov., Cape of Good Hope]. Allopatric south and east African populations: Angola, Botswana, Ethiopia, Mozambique, Namibia, Somalia, South Africa, Sudan, Tanzania, Uganda, Zambia, Zimbabwe."
11468,FALSE Desmarest,,"""le Cap de Bonne-Espérance"" [South Africa, Western Cape Prov., Cape of Good Hope]."
11469,FALSE Cabrera,,
11470,FALSE Lund,,
11471,FALSE Lund,,"""Lagoa Santa"" [Minas Gerais, Brazil]."
11472,FALSE Lund,,"""Lagoa Santa"" [Minas Gerais, Brazil]."
11473,FALSE Goldman,,
11474,FALSE Ihering,,
11475,FALSE Baird,"<i>Canis virginianus</i> Schreber, 1775 (= <i>Canis cinereo argenteus</i> Schreber, 1775) by subsequent designation (Elliot, 1901; Melville and Smith, 1987).",
11476,FALSE Schreber,,"""Sein Vaterland ist Carolina und die Wärmeren Gegenden von Nordamerica, vielleicht auch Surinam."""
11477,FALSE Schreber,,"""Sein Vaterland ist Carolina und die Wärmeren Gegenden von Nordamerica, vielleicht auch Surinam."""
11478,FALSE Merriam,,
11479,FALSE Mearns,,
11480,FALSE Goodwin,,
11481,FALSE Rhoads,,
11482,FALSE Elliot,,
11483,FALSE G. M. Allen and Barbour,,
11484,FALSE Miller,,
11485,FALSE Burt and Hooper,,
11486,FALSE Lichtenstein,,
11487,FALSE Bangs,,
11488,FALSE Goldman,,
11489,FALSE Huey,,
11490,FALSE Mearns,,
11491,FALSE Merriam,,
11492,FALSE J. A. Allen,,
11493,FALSE Baird,,"""island of San Miguel, on the coast of California."""
11494,FALSE Baird,,"""island of San Miguel, on the coast of California."""
11495,FALSE Merriam,,
11496,FALSE Merriam,,
11497,FALSE Grinnell and Linsdale,,
11498,FALSE Merriam,,
11499,FALSE Grinnell and Linsdale,,
11500,FALSE Frisch,,
11501,FALSE Shaw,,"""Bengal.""
India, S Nepal, Pakistan."
11502,FALSE Blanford,,"""Gwadar, Baluchistan"", [Pakistan]."
11503,FALSE A. Smith,,"""Namaqualand and the country on both sides of the Orange river"" [Namibia]; ﬁxed by Shortridge (1942) as ""Port Nolloth, Little Namaqualand."""
11504,FALSE Linnaeus,,"""in campis magi deserti ab Jaco ﬂuvio verus Irtim""; listed by Honacki et al. (1982) as ""U.S.S.R., N. Kazakhstan, steppes between Ural and Irtysh rivers, near Petropavlovsk."""
11505,FALSE Linnaeus,,"""in campis magi deserti ab Jaco ﬂuvio verus Irtim""; listed by Honacki et al. (1982) as ""U.S.S.R., N. Kazakhstan, steppes between Ural and Irtysh rivers, near Petropavlovsk."""
11506,FALSE Ognev,,
11507,FALSE Hodgson,Tibetan Sand Fox,"""brought from Lassa"" [Tibet, China]."
11508,FALSE Linnaeus,,"""alpibus Lapponicis, Sibiria,"" restricted by Thomas (1911<i>a</i>) to ""Sweden (Lapland).""Circumpolar, entire tundra zone of the Holarctic, including most of the Arctic islands: Canada, Finland, Greenland, Iceland, Norway, Russia, Sweden, USA (Alaska)."
11509,FALSE Linnaeus,,"""alpibus Lapponicis, Sibiria,"" restricted by Thomas (1911<i>a</i>) to ""Sweden (Lapland)."""
11510,FALSE Merriam,,
11511,FALSE Bechstein,,
11512,FALSE Merriam,,
11513,FALSE Merriam,,"""Riverside, San Bernardino county, California"""
11514,FALSE Cretzschmar,,"""Kordofan"" [Sudan]."
11515,FALSE Cretzschmar,,"""Kordofan"" [Sudan]."
11516,FALSE Festa,,
11517,FALSE Rochebrune,,
11518,FALSE Thomas and Hinton,,
11519,FALSE Matschie,,
11520,FALSE Schinz,,"""Vatherland Dongola, Sudan""."
11521,FALSE Schinz,,"""Vatherland Dongola, Sudan""."
11522,FALSE Thomas and Hinton,,
11523,FALSE Festa,,
11524,FALSE Pocock,,
11525,FALSE Birula,,
11526,FALSE Say,,"""camp on the river Platte, at the fording place of the Pawnee Indians, twenty-seven miles [43 km] below the conﬂuence of the North and South, or Paduca Forks."" [Camp on 20 June 1820 reported to be at 40.59'15'N (vol. 2)]."
11527,FALSE Linnaeus,,"""Europa, Asia, Africa, antrafodiens,"" restricted by Thomas (1911<i>a</i>) to ""Sweden (Upsala)."""
11528,FALSE Linnaeus,,"""Europa, Asia, Africa, antrafodiens,"" restricted by Thomas (1911<i>a</i>) to ""Sweden (Upsala)."""
11529,FALSE Merriam,,
11530,FALSE Merriam,,
11531,FALSE Satunin,,
11532,FALSE Thomas,,
11533,FALSE Thomas,,
11534,FALSE Wagner,,
11535,FALSE Merriam,,
11536,FALSE Shaw,,
11537,FALSE Middendorﬀ,,
11538,FALSE Merriam,,
11539,FALSE Dinnik,,
11540,FALSE Bechstein,,
11541,FALSE Ognev,,
11542,FALSE Bangs,,
11543,FALSE Ognev,,
11544,FALSE J. E. Gray,,
11545,FALSE J. E. Gray,,
11546,FALSE Desmarest,,
11547,FALSE Blyth,,
11548,FALSE Merriam,,
11549,FALSE Swinhoe,,
11550,FALSE Miller,,
11551,FALSE Miller,,
11552,FALSE Ognev,,
11553,FALSE J. E. Gray,,
11554,FALSE Erxleben,,
11555,FALSE Merriam,,
11556,FALSE Satunin,,
11557,FALSE Baird,,
11558,FALSE Pearson,,
11559,FALSE Merriam,,
11560,FALSE E. Geoﬀroy Saint-Hilaire,,
11561,FALSE Ognev,,
11562,FALSE Thomas,,
11563,FALSE Kishida,,
11564,FALSE Blyth,,
11565,FALSE Merriam,,
11566,FALSE Bangs,,
11567,FALSE Kishida,,
11568,FALSE Miller,,
11569,FALSE Kishida,,
11570,FALSE Brauner,,
11571,FALSE Ognev,,
11572,FALSE Matschie,,
11573,FALSE Zimmermann,,"""Es bewohnt die Soara und andere Theile von Nordafrika hinter den Atlas, der Ritter Bruce behauptet, man fände es auch in tripolitanischen."""
11574,FALSE Fischer de Waldheim,,
11575,FALSE Milne-Edwards,,
11576,FALSE David,,"""Mou-pin"" [China, Sichuan Sheng, Baoxing (=Moupin) 30°23'N, 102°50'E]."
11577,FALSE Horsﬁeld,"<i>Helarctos euryspilus</i> Horsﬁeld, 1825 (= <i>Ursus malayanus</i> by Raﬄes, 1821, by original designation (Melville and Smith, 1987).",
11578,FALSE Raﬄes,,"""Sumatra"" [Indonesia]."
11579,FALSE Raﬄes,,"""Sumatra"" [Indonesia]."
11580,FALSE Horsﬁeld,,
11581,FALSE Meyer,,
11582,FALSE Shaw,,"""Abinteriore Bengala""; restricted by Pocock (1941<i>a</i>) as ""Patna, north of the Ganges, Bengal"" [India]."
11583,FALSE Shaw,,"""Abinteriore Bengala""; restricted by Pocock (1941<i>a</i>) as ""Patna, north of the Ganges, Bengal"" [India]."
11584,FALSE Pucheran,,
11585,FALSE Gervais,,
11586,"FALSE F
. G. Cuvier",Spectacled Bear,"""cordiliéres du Chili,"" restricted by Cabrera (1957) to ""los montańas al este de Trujillo, departamento de la Libertad, Perú."""
11587,FALSE Linnaeus,,
11588,FALSE Pallas,American Black Bear,"Not given. In Pallas' (1780) description, he refered to Brickell (1737) who implied North Carolina (USA) by stating they ""are very common in this province."" Palmer (1904) listed the locality as ""eastern North America""."
11589,FALSE Pallas,,"Not given. In Pallas' (1780) description, he refered to Brickell (1737) who implied North Carolina (USA) by stating they ""are very common in this province."" Palmer (1904) listed the locality as ""eastern North America""."
11590,FALSE Elliot,,
11591,FALSE Baird,,
11592,FALSE Miller,,
11593,FALSE Osgood,,
11594,FALSE Audubon and Bachman,,
11595,FALSE Dall,,
11596,FALSE Merriam,,
11597,FALSE Merriam,,
11598,FALSE Cameron,,
11599,FALSE Hornaday,,
11600,FALSE Griﬃth,,
11601,FALSE Elliot,,
11602,FALSE J. A. Allen,,
11603,FALSE Swarth,,
11604,FALSE Hall,,
11605,FALSE Linnaeus,,"""sylvis Europć frigidć"" restricted by Thomas (1911<i>a</i>) to ""Northern Sweden."""
11606,FALSE Linnaeus,,"""sylvis Europć frigidć"" restricted by Thomas (1911<i>a</i>) to ""Northern Sweden."""
11607,FALSE Merriam,,
11608,FALSE Middendorﬀ,,
11609,SUBSPECIES YES,,
11610,SUBSPECIES YES,,
11611,SUBSPECIES YES,,
11612,SUBSPECIES YES,,
11613,SUBSPECIES YES,,
11614,SUBSPECIES YES,,
11615,SUBSPECIES YES,,
11616,SUBSPECIES YES,,
11617,SUBSPECIES YES,,
11618,SUBSPECIES YES,,
11619,SUBSPECIES YES,,
11620,SUBSPECIES YES,,
11621,SUBSPECIES YES,,
11622,SPECIES YES,,"""on the main land of Spitsbergen"" [Norway]."
11623,SPECIES YES,Asian Black Bear,"""Cet ours a été trouvé d'abord par M. Wallich dans les montagnes du Napaul, et je l'ai rencontré également dans celles du Sylhet"" [India, Assam, Sylhet]."
